generation,path_length_rings,euclid_distance,effective_rings,global_x,global_y,heading_running,heading_windowed,local_clock,elapsed_s,hop_ms,patch_ms
703367,385631,1113888.9839,350912.4099,1089601.1268,-231334.0477,-11.9864,-12.2839,1.5833,3910.133,127.42,126.15
705560,386831,1117363.0304,352006.8511,1093000.4713,-232050.6235,-11.9862,-11.9419,1.8333,3923.041,125.88,124.53
707741,388033,1120816.5198,353094.8161,1096378.2520,-232769.7831,-11.9863,-12.2053,1.9167,3935.915,130.98,129.58
709931,389234,1124285.5098,354187.6644,1099771.9723,-233488.5022,-11.9862,-12.4150,1.8333,3948.807,130.07,128.75
712129,390435,1127766.2794,355284.2236,1103176.6828,-234212.1761,-11.9862,-11.9067,1.9167,3961.703,131.11,129.77
714322,391636,1131237.9004,356377.9008,1106573.4069,-234929.4157,-11.9860,-11.7295,1.9167,3974.586,125.82,124.50
716509,392837,1134703.1648,357469.5753,1109962.4437,-235652.2558,-11.9862,-11.9374,1.7500,3987.449,131.03,129.75
718705,394040,1138181.2775,358565.2975,1113364.1244,-236377.4072,-11.9863,-12.5209,1.6154,4000.324,124.02,122.73
720894,395241,1141647.3738,359657.2342,1116755.4595,-237093.4274,-11.9861,-11.8999,1.9167,4013.173,125.62,124.24
723080,396443,1145108.3894,360747.5703,1120141.1487,-237811.5763,-11.9861,-11.9217,1.9167,4026.052,129.04,127.64
725270,397644,1148577.1843,361840.3570,1123534.1223,-238532.8732,-11.9861,-12.4416,1.7500,4038.955,125.84,124.53
727462,398845,1152048.6118,362933.9732,1126930.1040,-239252.6777,-11.9861,-11.9670,1.9167,4051.836,129.95,128.58
729654,400046,1155519.5944,364027.4492,1130325.2721,-239974.1723,-11.9861,-11.8884,1.9167,4064.698,130.89,129.49
731848,401247,1158993.0160,365121.6936,1133723.8666,-240691.2716,-11.9859,-11.6677,1.8333,4077.608,130.85,129.52
734039,402449,1162464.2814,366215.2587,1137118.0673,-241418.6850,-11.9862,-12.1769,1.7500,4090.462,130.21,128.90
736230,403650,1165934.1709,367308.3903,1140512.7206,-242137.3404,-11.9861,-12.3925,1.7500,4103.363,127.37,126.05
738416,404853,1169395.1865,368398.7263,1143898.4098,-242855.4893,-11.9861,-11.9217,1.9167,4116.207,130.33,128.97
740603,406054,1172859.1039,369489.9766,1147286.4944,-243576.3282,-11.9862,-12.2157,1.7500,4129.094,128.17,126.83
742795,407255,1176329.2740,370583.1966,1150680.0726,-244301.3991,-11.9864,-12.5148,1.5833,4141.971,129.37,128.10
744990,408456,1179806.3915,371678.6053,1154082.5331,-245018.0853,-11.9861,-11.9070,1.7500,4154.843,128.64,127.33
747186,409657,1183282.8841,372773.8171,1157484.2437,-245735.2950,-11.9859,-11.0940,1.9167,4167.745,131.15,129.73
749376,410859,1186752.1731,373866.7596,1160877.0081,-246459.9565,-11.9861,-11.9217,1.9167,4180.582,131.27,129.91
